"rowid","time","location","happiness","unhappiness"
"1204","2011-09-03 14:36:17","1","1","0"
"1205","2011-09-03 14:36:19","3","1","0"
"1206","2011-09-03 14:36:25","1","1","0"
"1207","2011-09-03 14:36:33","1","1","0"
"1208","2011-09-03 14:36:42","1","1","0"
"1209","2011-09-03 14:36:45","4","1","0"
"1210","2011-09-03 14:36:51","1","1","0"
"1211","2011-09-03 14:37:00","1","1","0"
"1212","2011-09-03 14:37:26","3","1","0"
"1213","2011-09-03 14:37:40","5","2","0"
"1214","2011-09-03 14:37:52","4","0","1"
"1215","2011-09-03 14:37:53","3","0","1"
"1216","2011-09-03 14:37:55","5","0","1"
"1217","2011-09-03 14:38:00","3","1","0"
"1218","2011-09-03 14:38:05","1","1","1"
"1219","2011-09-03 14:38:10","3","2","0"
"1220","2011-09-03 14:38:16","4","2","0"
"1221","2011-09-03 14:38:16","3","0","1"
"1222","2011-09-03 14:38:20","1","1","0"
"1223","2011-09-03 14:38:25","4","0","1"
"1224","2011-09-03 14:38:26","3","1","1"
"1225","2011-09-03 14:38:34","3","2","0"
"1226","2011-09-03 14:38:35","4","1","0"
"1227","2011-09-03 14:38:39","3","0","1"
"1228","2011-09-03 14:38:48","3","0","2"
"1229","2011-09-03 14:38:50","4","1","1"
"1230","2011-09-03 14:38:55","3","1","0"
"1231","2011-09-03 14:38:59","4","1","0"
"1232","2011-09-03 14:39:07","4","1","0"
"1233","2011-09-03 14:39:15","5","1","0"
"1234","2011-09-03 14:39:26","1","1","0"
"1235","2011-09-03 14:39:52","3","0","2"
"1236","2011-09-03 14:40:00","1","1","0"
"1237","2011-09-03 14:40:01","3","1","0"
"1238","2011-09-03 14:40:17","5","1","0"
"1239","2011-09-03 14:40:25","3","1","0"
"1240","2011-09-03 14:40:48","3","1","0"
"1241","2011-09-03 14:40:50","1","0","1"
"1242","2011-09-03 14:40:54","4","0","1"
"1243","2011-09-03 14:41:00","4","0","1"
"1244","2011-09-03 14:41:02","1","3","0"
"1245","2011-09-03 14:41:07","1","1","0"
"1246","2011-09-03 14:41:14","1","0","1"
"1247","2011-09-03 14:41:20","1","0","1"
"1248","2011-09-03 14:41:30","1","1","1"
"1249","2011-09-03 14:41:36","1","1","0"
"1250","2011-09-03 14:41:43","1","1","0"
"1251","2011-09-03 14:41:49","4","1","0"
"1252","2011-09-03 14:41:49","1","1","0"
"1253","2011-09-03 14:41:57","1","2","0"
"1254","2011-09-03 14:42:12","1","1","0"
"1255","2011-09-03 14:42:24","1","1","0"
"1256","2011-09-03 14:42:30","4","1","0"
"1257","2011-09-03 14:42:41","1","2","0"
"1258","2011-09-03 14:42:54","4","2","0"
"1259","2011-09-03 14:43:03","5","0","1"
"1260","2011-09-03 14:43:09","4","1","0"
"1261","2011-09-03 14:43:19","4","1","0"
"1262","2011-09-03 14:43:37","3","1","0"
"1263","2011-09-03 14:43:55","3","1","0"
"1264","2011-09-03 14:44:12","4","1","0"
"1265","2011-09-03 14:44:22","4","0","1"
"1266","2011-09-03 14:44:32","5","1","0"
"1267","2011-09-03 14:44:33","4","1","0"
"1268","2011-09-03 14:44:39","5","1","0"
"1269","2011-09-03 14:44:49","5","2","0"
"1270","2011-09-03 14:44:59","5","1","1"
"1271","2011-09-03 14:45:10","5","1","1"
"1272","2011-09-03 14:45:20","3","1","1"
"1273","2011-09-03 14:45:22","5","1","2"
"1274","2011-09-03 14:45:31","5","2","0"
"1275","2011-09-03 14:45:40","5","1","1"
"1276","2011-09-03 14:45:46","5","0","1"
"1277","2011-09-03 14:45:50","1","1","0"
"1278","2011-09-03 14:45:56","5","1","1"
"1279","2011-09-03 14:46:02","3","1","0"
"1280","2011-09-03 14:46:06","5","0","2"
"1281","2011-09-03 14:46:15","3","0","1"
"1282","2011-09-03 14:46:15","5","0","1"
"1283","2011-09-03 14:46:20","3","1","0"
"1284","2011-09-03 14:46:21","5","0","1"
"1285","2011-09-03 14:46:35","5","2","0"
"1286","2011-09-03 14:46:47","4","1","0"
"1287","2011-09-03 14:46:57","4","2","0"
"1288","2011-09-03 14:47:15","1","0","1"
"1289","2011-09-03 14:47:19","5","0","1"
"1290","2011-09-03 14:47:22","3","1","0"
"1291","2011-09-03 14:47:26","5","1","0"
"1292","2011-09-03 14:47:30","3","1","0"
"1293","2011-09-03 14:47:32","4","1","0"
"1294","2011-09-03 14:47:34","5","1","0"
"1295","2011-09-03 14:47:40","4","1","0"
"1296","2011-09-03 14:47:43","5","2","0"
"1297","2011-09-03 14:47:50","4","2","0"
"1298","2011-09-03 14:47:58","1","1","0"
"1299","2011-09-03 14:47:59","4","2","0"
"1300","2011-09-03 14:48:01","5","1","0"
"1301","2011-09-03 14:48:29","3","1","0"
"1302","2011-09-03 14:48:34","1","1","0"
"1303","2011-09-03 14:48:40","1","1","0"
"1304","2011-09-03 14:48:46","1","1","0"
"1305","2011-09-03 14:48:59","4","1","0"
"1306","2011-09-03 14:49:30","5","1","0"
"1307","2011-09-03 14:49:38","5","1","0"
"1308","2011-09-03 14:49:47","3","1","0"
"1309","2011-09-03 14:49:48","4","1","0"
"1310","2011-09-03 14:49:54","5","1","0"
"1311","2011-09-03 14:50:13","1","1","0"
"1312","2011-09-03 14:50:22","4","1","0"
"1313","2011-09-03 14:50:28","4","0","1"
"1314","2011-09-03 14:50:47","4","1","0"
"1315","2011-09-03 14:50:53","4","1","0"
"1316","2011-09-03 14:51:00","4","0","1"
"1317","2011-09-03 14:51:13","4","1","0"
"1318","2011-09-03 14:51:18","4","1","0"
"1319","2011-09-03 14:51:36","4","0","1"
"1320","2011-09-03 14:51:45","5","1","0"
"1321","2011-09-03 14:52:02","1","1","0"
"1322","2011-09-03 14:52:05","4","1","0"
"1323","2011-09-03 14:52:09","5","1","0"
"1324","2011-09-03 14:52:22","5","1","1"
"1325","2011-09-03 14:52:27","4","1","0"
"1326","2011-09-03 14:52:30","1","1","0"
"1327","2011-09-03 14:52:37","4","2","0"
"1328","2011-09-03 14:52:37","5","0","1"
"1329","2011-09-03 14:52:54","4","2","0"
"1330","2011-09-03 14:53:07","4","1","0"
"1331","2011-09-03 14:53:14","4","1","0"
"1332","2011-09-03 14:53:15","1","1","0"
"1333","2011-09-03 14:53:33","4","1","0"
"1334","2011-09-03 14:53:40","4","0","1"
"1335","2011-09-03 14:53:58","1","1","0"
"1336","2011-09-03 14:53:58","3","1","0"
"1337","2011-09-03 14:54:04","3","0","1"
"1338","2011-09-03 14:54:28","4","1","1"
"1339","2011-09-03 14:54:39","4","2","0"
"1340","2011-09-03 14:54:57","4","1","0"
"1341","2011-09-03 14:55:02","1","1","0"
"1342","2011-09-03 14:55:17","4","1","0"
"1343","2011-09-03 14:55:27","4","1","1"
"1344","2011-09-03 14:55:40","3","1","1"
"1345","2011-09-03 14:55:41","4","1","0"
"1346","2011-09-03 14:55:50","3","0","1"
"1347","2011-09-03 14:56:03","1","1","0"
"1348","2011-09-03 14:56:15","3","0","1"
"1349","2011-09-03 14:56:15","4","1","0"
"1350","2011-09-03 14:56:16","1","1","1"
"1351","2011-09-03 14:56:34","1","3","0"
"1352","2011-09-03 14:56:36","4","1","0"
"1353","2011-09-03 14:56:41","5","1","0"
"1354","2011-09-03 14:56:52","4","0","1"
"1355","2011-09-03 14:56:55","5","0","1"
"1356","2011-09-03 14:57:03","5","1","0"
"1357","2011-09-03 14:57:21","5","1","1"
"1358","2011-09-03 14:57:27","4","1","0"
"1359","2011-09-03 14:57:29","1","1","0"
"1360","2011-09-03 14:57:33","3","1","0"
"1361","2011-09-03 14:57:36","4","0","1"
"1362","2011-09-03 14:57:39","5","1","1"
"1363","2011-09-03 14:57:58","4","1","0"
"1364","2011-09-03 14:58:04","3","1","0"
"1365","2011-09-03 14:58:07","1","1","0"
"1366","2011-09-03 14:58:08","4","1","0"
"1367","2011-09-03 14:58:17","1","0","1"
"1368","2011-09-03 14:58:18","3","1","0"
"1369","2011-09-03 14:58:22","4","1","1"
"1370","2011-09-03 14:58:32","4","1","0"
"1371","2011-09-03 14:58:39","1","1","0"
"1372","2011-09-03 14:58:40","4","0","2"
"1373","2011-09-03 14:58:55","1","1","0"
"1374","2011-09-03 14:58:58","4","0","1"
"1375","2011-09-03 14:59:03","3","1","0"
"1376","2011-09-03 14:59:11","1","1","0"
"1377","2011-09-03 14:59:33","4","1","0"
"1378","2011-09-03 14:59:41","4","1","0"
"1379","2011-09-03 14:59:49","1","0","1"
"1380","2011-09-03 14:59:54","1","0","1"
"1381","2011-09-03 15:00:04","1","0","1"
"1382","2011-09-03 15:00:05","4","2","0"
"1383","2011-09-03 15:00:19","1","1","0"
"1384","2011-09-03 15:00:29","4","1","0"
"1385","2011-09-03 15:00:34","4","1","0"
"1386","2011-09-03 15:00:38","3","1","0"
"1387","2011-09-03 15:00:41","4","1","0"
"1388","2011-09-03 15:00:49","4","1","0"
"1389","2011-09-03 15:00:58","4","1","1"
"1390","2011-09-03 15:01:07","4","2","0"
"1391","2011-09-03 15:01:25","4","2","0"
"1392","2011-09-03 15:01:41","4","1","0"
"1393","2011-09-03 15:01:48","1","1","0"
"1394","2011-09-03 15:01:57","4","1","1"
"1395","2011-09-03 15:02:11","4","3","0"
"1396","2011-09-03 15:02:15","1","1","0"
"1397","2011-09-03 15:02:17","3","0","1"
"1398","2011-09-03 15:02:26","3","1","1"
"1399","2011-09-03 15:02:32","4","1","1"
"1400","2011-09-03 15:02:34","3","1","0"
"1401","2011-09-03 15:02:47","4","1","0"
"1402","2011-09-03 15:03:02","3","1","0"
"1403","2011-09-03 15:03:04","4","1","0"
"1404","2011-09-03 15:03:05","1","1","0"
"1405","2011-09-03 15:03:13","4","1","0"
"1406","2011-09-03 15:03:28","4","1","1"
"1407","2011-09-03 15:03:38","4","1","0"
"1408","2011-09-03 15:03:43","1","0","1"
"1409","2011-09-03 15:03:46","4","1","0"
"1410","2011-09-03 15:03:52","3","1","0"
"1411","2011-09-03 15:04:10","4","1","0"
"1412","2011-09-03 15:04:45","3","1","0"
"1413","2011-09-03 15:05:35","3","1","0"
"1414","2011-09-03 15:06:26","4","1","0"
"1415","2011-09-03 15:06:50","5","0","1"
"1416","2011-09-03 15:06:51","1","1","0"
"1417","2011-09-03 15:06:57","5","0","1"
"1418","2011-09-03 15:07:03","1","1","0"
"1419","2011-09-03 15:07:05","5","0","1"
"1420","2011-09-03 15:07:08","4","0","1"
"1421","2011-09-03 15:07:11","1","1","0"
"1422","2011-09-03 15:07:13","5","0","1"
"1423","2011-09-03 15:07:53","4","1","0"
"1424","2011-09-03 15:08:33","1","1","0"
"1425","2011-09-03 15:08:38","4","0","1"
"1426","2011-09-03 15:08:53","1","1","0"
"1427","2011-09-03 15:08:55","4","0","1"
"1428","2011-09-03 15:09:10","3","1","0"
"1429","2011-09-03 15:09:12","4","1","0"
"1430","2011-09-03 15:09:15","1","0","1"
"1431","2011-09-03 15:09:22","3","1","0"
"1432","2011-09-03 15:09:38","3","2","1"
"1433","2011-09-03 15:09:49","3","1","2"
"1434","2011-09-03 15:09:55","3","0","1"
"1435","2011-09-03 15:10:01","1","1","0"
"1436","2011-09-03 15:10:10","3","1","0"
"1437","2011-09-03 15:10:15","5","0","1"
"1438","2011-09-03 15:10:21","5","1","0"
"1439","2011-09-03 15:10:30","1","1","0"
"1440","2011-09-03 15:10:51","4","1","0"
"1441","2011-09-03 15:11:00","4","0","1"
"1442","2011-09-03 15:11:07","3","1","1"
"1443","2011-09-03 15:11:11","4","1","0"
"1444","2011-09-03 15:11:27","4","1","0"
"1445","2011-09-03 15:11:35","4","1","0"
"1446","2011-09-03 15:11:45","4","0","1"
"1447","2011-09-03 15:11:51","4","1","0"
"1448","2011-09-03 15:11:59","4","0","1"
"1449","2011-09-03 15:12:09","4","1","0"
"1450","2011-09-03 15:12:25","4","1","0"
"1451","2011-09-03 15:12:33","3","1","1"
"1452","2011-09-03 15:12:37","4","1","0"
"1453","2011-09-03 15:12:38","5","0","1"
"1454","2011-09-03 15:12:41","3","0","1"
"1455","2011-09-03 15:12:49","3","0","2"
"1456","2011-09-03 15:12:53","4","1","0"
"1457","2011-09-03 15:13:02","4","0","2"
"1458","2011-09-03 15:13:29","4","1","0"
"1459","2011-09-03 15:13:54","1","1","0"
"1460","2011-09-03 15:14:09","4","1","0"
"1461","2011-09-03 15:14:50","4","1","0"
"1462","2011-09-03 15:15:12","4","0","1"
"1463","2011-09-03 15:15:31","4","1","0"
"1464","2011-09-03 15:15:38","4","0","1"
"1465","2011-09-03 15:15:44","3","0","1"
"1466","2011-09-03 15:15:49","4","2","1"
"1467","2011-09-03 15:15:53","3","1","0"
"1468","2011-09-03 15:15:58","4","2","0"
"1469","2011-09-03 15:16:03","4","1","0"
"1470","2011-09-03 15:16:10","3","1","1"
"1471","2011-09-03 15:16:11","4","1","0"
"1472","2011-09-03 15:16:18","1","2","0"
"1473","2011-09-03 15:16:40","1","1","0"
"1474","2011-09-03 15:17:14","4","1","0"
"1475","2011-09-03 15:17:29","1","1","0"
"1476","2011-09-03 15:17:38","4","1","0"
"1477","2011-09-03 15:17:43","1","1","0"
"1478","2011-09-03 15:18:16","1","1","0"
"1479","2011-09-03 15:18:27","1","2","0"
"1480","2011-09-03 15:18:34","4","0","1"
"1481","2011-09-03 15:18:36","1","1","1"
"1482","2011-09-03 15:18:43","4","1","0"
"1483","2011-09-03 15:18:46","1","0","1"
"1484","2011-09-03 15:18:52","4","0","1"
"1485","2011-09-03 15:18:53","1","1","0"
"1486","2011-09-03 15:18:59","1","0","1"
"1487","2011-09-03 15:19:04","1","1","0"
"1488","2011-09-03 15:19:14","1","1","1"
"1489","2011-09-03 15:19:20","4","0","1"
"1490","2011-09-03 15:19:29","1","1","0"
"1491","2011-09-03 15:19:35","1","1","0"
"1492","2011-09-03 15:19:44","1","0","1"
"1493","2011-09-03 15:19:55","1","1","0"
"1494","2011-09-03 15:20:05","3","1","0"
"1495","2011-09-03 15:20:09","1","1","0"
"1496","2011-09-03 15:20:48","1","0","4"
"1497","2011-09-03 15:20:48","3","2","0"
"1498","2011-09-03 15:20:56","3","0","1"
"1499","2011-09-03 15:21:02","3","1","0"
"1500","2011-09-03 15:21:03","1","0","2"
"1501","2011-09-03 15:21:25","1","1","2"
"1502","2011-09-03 15:21:37","3","1","0"
"1503","2011-09-03 15:21:40","1","0","1"
"1504","2011-09-03 15:21:52","3","1","0"
"1505","2011-09-03 15:22:02","1","0","1"
"1506","2011-09-03 15:22:20","1","0","1"
"1507","2011-09-03 15:22:29","1","0","2"
"1508","2011-09-03 15:22:40","1","0","1"
"1509","2011-09-03 15:22:46","1","1","0"
"1510","2011-09-03 15:22:57","1","0","1"
"1511","2011-09-03 15:23:05","1","0","2"
"1512","2011-09-03 15:23:24","1","0","1"
"1513","2011-09-03 15:23:25","4","1","0"
"1514","2011-09-03 15:23:32","4","1","1"
"1515","2011-09-03 15:23:58","4","1","1"
"1516","2011-09-03 15:24:08","1","0","1"
"1517","2011-09-03 15:24:10","4","0","2"
"1518","2011-09-03 15:24:26","4","0","1"
"1519","2011-09-03 15:24:31","4","1","0"
"1520","2011-09-03 15:24:40","4","0","1"
"1521","2011-09-03 15:25:12","4","1","0"
"1522","2011-09-03 15:25:30","4","1","0"
"1523","2011-09-03 15:25:32","1","0","1"
"1524","2011-09-03 15:25:40","1","1","0"
"1525","2011-09-03 15:25:50","1","1","0"
"1526","2011-09-03 15:25:58","1","1","0"
"1527","2011-09-03 15:26:06","1","1","0"
"1528","2011-09-03 15:26:14","1","1","0"
"1529","2011-09-03 15:26:18","4","0","1"
"1530","2011-09-03 15:26:24","1","1","0"
"1531","2011-09-03 15:26:30","3","1","0"
"1532","2011-09-03 15:26:32","1","2","0"
"1533","2011-09-03 15:26:36","4","2","0"
"1534","2011-09-03 15:26:40","1","1","0"
"1535","2011-09-03 15:26:44","4","1","0"
"1536","2011-09-03 15:26:48","1","1","0"
"1537","2011-09-03 15:26:55","4","1","1"
"1538","2011-09-03 15:27:00","1","1","0"
"1539","2011-09-03 15:27:06","4","1","0"
"1540","2011-09-03 15:27:12","1","2","0"
"1541","2011-09-03 15:27:19","1","1","0"
"1542","2011-09-03 15:27:29","3","1","0"
"1543","2011-09-03 15:27:36","1","1","0"
"1544","2011-09-03 15:27:44","1","1","0"
"1545","2011-09-03 15:27:58","1","1","0"
"1546","2011-09-03 15:28:08","1","0","2"
"1547","2011-09-03 15:28:14","1","0","1"
"1548","2011-09-03 15:28:15","4","1","0"
"1549","2011-09-03 15:28:16","3","0","1"
"1550","2011-09-03 15:28:40","3","1","1"
"1551","2011-09-03 15:28:47","3","0","1"
"1552","2011-09-03 15:28:57","3","0","2"
"1553","2011-09-03 15:29:09","3","0","1"
"1554","2011-09-03 15:29:24","4","0","1"
"1555","2011-09-03 15:29:28","3","1","0"
"1556","2011-09-03 15:29:32","4","1","0"
"1557","2011-09-03 15:29:38","1","1","0"
"1558","2011-09-03 15:29:41","4","1","0"
"1559","2011-09-03 15:29:48","1","1","2"
"1560","2011-09-03 15:29:50","4","1","0"
"1561","2011-09-03 15:29:58","3","0","1"
"1562","2011-09-03 15:30:03","4","0","1"
"1563","2011-09-03 15:30:07","1","0","1"
"1564","2011-09-03 15:30:10","4","1","0"
"1565","2011-09-03 15:30:15","1","0","1"
"1566","2011-09-03 15:30:20","4","1","0"
"1567","2011-09-03 15:30:22","1","0","1"
"1568","2011-09-03 15:30:27","1","0","1"
"1569","2011-09-03 15:30:38","5","1","0"
"1570","2011-09-03 15:30:41","4","1","0"
"1571","2011-09-03 15:30:49","4","0","1"
"1572","2011-09-03 15:30:52","1","0","3"
"1573","2011-09-03 15:30:55","4","1","0"
"1574","2011-09-03 15:30:59","1","0","2"
"1575","2011-09-03 15:31:10","1","1","0"
"1576","2011-09-03 15:31:17","4","1","0"
"1577","2011-09-03 15:31:26","4","0","1"
"1578","2011-09-03 15:31:53","3","0","1"
"1579","2011-09-03 15:31:56","4","0","1"
"1580","2011-09-03 15:31:59","3","0","1"
"1581","2011-09-03 15:32:07","3","1","0"
"1582","2011-09-03 15:32:12","4","0","1"
"1583","2011-09-03 15:32:20","4","1","0"
"1584","2011-09-03 15:32:22","1","1","0"
"1585","2011-09-03 15:32:30","1","0","1"
"1586","2011-09-03 15:32:39","4","2","1"
"1587","2011-09-03 15:32:43","1","1","0"
"1588","2011-09-03 15:33:03","3","1","0"
"1589","2011-09-03 15:33:17","4","1","0"
"1590","2011-09-03 15:33:42","4","1","0"
"1591","2011-09-03 15:33:56","1","1","0"
"1592","2011-09-03 15:34:09","1","1","0"
"1593","2011-09-03 15:34:27","1","0","1"
"1594","2011-09-03 15:34:55","4","1","0"
"1595","2011-09-03 15:35:13","4","1","1"
"1596","2011-09-03 15:35:50","4","1","1"
"1597","2011-09-03 15:35:51","3","1","0"
"1598","2011-09-03 15:35:58","4","1","0"
"1599","2011-09-03 15:36:39","3","1","0"
"1600","2011-09-03 15:36:43","5","1","0"
"1601","2011-09-03 15:36:58","4","0","2"
"1602","2011-09-03 15:37:12","4","0","1"
"1603","2011-09-03 15:37:15","1","0","1"
"1604","2011-09-03 15:37:32","4","1","0"
"1605","2011-09-03 15:37:36","1","1","1"
"1606","2011-09-03 15:37:46","1","1","0"
"1607","2011-09-03 15:37:58","1","1","0"
"1608","2011-09-03 15:38:07","4","1","0"
"1609","2011-09-03 15:38:16","4","1","0"
"1610","2011-09-03 15:38:41","4","1","0"
"1611","2011-09-03 15:39:03","3","1","0"
"1612","2011-09-03 15:39:15","1","1","0"
"1613","2011-09-03 15:39:18","3","1","0"
"1614","2011-09-03 15:40:04","4","1","0"
"1615","2011-09-03 15:40:20","4","1","0"
"1616","2011-09-03 15:40:44","1","1","0"
"1617","2011-09-03 15:40:44","4","1","0"
"1618","2011-09-03 15:41:03","4","1","0"
"1619","2011-09-03 15:41:36","5","1","0"
"1620","2011-09-03 15:42:22","4","1","1"
"1621","2011-09-03 15:42:52","4","1","0"
"1622","2011-09-03 15:43:34","1","1","0"
"1623","2011-09-03 15:43:46","1","1","1"
"1624","2011-09-03 15:43:54","1","0","1"
"1625","2011-09-03 15:44:01","1","1","0"
"1626","2011-09-03 15:44:15","1","1","1"
"1627","2011-09-03 15:44:17","3","1","0"
"1628","2011-09-03 15:44:28","1","1","0"
"1629","2011-09-03 15:44:34","1","1","0"
"1630","2011-09-03 15:44:42","1","1","0"
"1631","2011-09-03 15:44:56","5","0","1"
"1632","2011-09-03 15:45:32","1","1","0"
"1633","2011-09-03 15:45:50","1","1","0"
"1634","2011-09-03 15:45:51","4","1","0"
"1635","2011-09-03 15:45:59","1","1","0"
"1636","2011-09-03 15:46:12","1","1","0"
"1637","2011-09-03 15:46:33","1","1","0"
"1638","2011-09-03 15:47:02","5","1","0"
"1639","2011-09-03 15:47:11","5","1","0"
"1640","2011-09-03 15:47:54","3","1","0"
"1641","2011-09-03 15:50:34","1","1","0"
"1642","2011-09-03 15:50:49","3","1","0"
"1643","2011-09-03 15:51:04","3","1","0"
"1644","2011-09-03 15:52:05","1","1","1"
"1645","2011-09-03 15:52:07","3","1","0"
"1646","2011-09-03 15:52:29","3","1","0"
"1647","2011-09-03 15:52:57","1","1","1"
"1648","2011-09-03 15:53:06","1","0","1"
"1649","2011-09-03 15:53:20","5","0","1"
"1650","2011-09-03 15:53:32","1","0","1"
"1651","2011-09-03 15:53:34","3","1","0"
"1652","2011-09-03 15:53:43","4","1","0"
"1653","2011-09-03 15:53:49","4","1","0"
"1654","2011-09-03 15:53:56","1","0","1"
"1655","2011-09-03 15:54:04","1","1","0"
"1656","2011-09-03 15:54:18","1","0","1"
"1657","2011-09-03 15:54:40","4","1","0"
"1658","2011-09-03 15:54:57","1","1","1"
"1659","2011-09-03 15:55:02","4","1","0"
"1660","2011-09-03 15:55:15","4","1","0"
"1661","2011-09-03 15:55:52","1","0","1"
"1662","2011-09-03 15:56:13","1","1","0"
"1663","2011-09-03 15:56:20","1","0","1"
"1664","2011-09-03 15:56:28","5","0","1"
"1665","2011-09-03 15:56:33","1","0","1"
"1666","2011-09-03 15:56:41","1","1","0"
"1667","2011-09-03 15:57:09","4","1","0"
"1668","2011-09-03 15:57:20","3","1","0"
"1669","2011-09-03 15:57:26","1","1","0"
"1670","2011-09-03 15:57:44","1","1","0"
"1671","2011-09-03 15:57:59","1","1","0"
"1672","2011-09-03 15:58:53","3","0","1"
"1673","2011-09-03 15:59:38","1","0","1"
"1674","2011-09-03 15:59:45","1","0","1"
"1675","2011-09-03 16:00:29","4","1","0"
"1676","2011-09-03 16:00:30","5","0","1"
"1677","2011-09-03 16:00:48","5","0","1"
"1678","2011-09-03 16:01:51","4","1","0"
"1679","2011-09-03 16:02:18","4","1","0"
"1680","2011-09-03 16:02:24","3","1","0"
"1681","2011-09-03 16:02:25","4","1","0"
"1682","2011-09-03 16:02:51","1","1","0"
"1683","2011-09-03 16:03:33","1","1","0"
"1684","2011-09-03 16:03:46","4","1","0"
"1685","2011-09-03 16:03:52","3","1","0"
"1686","2011-09-03 16:03:53","4","1","0"
"1687","2011-09-03 16:04:14","1","1","0"
"1688","2011-09-03 16:04:52","4","1","0"
"1689","2011-09-03 16:04:59","4","1","0"
"1690","2011-09-03 16:05:05","4","1","0"
"1691","2011-09-03 16:06:12","5","1","0"
"1692","2011-09-03 16:06:16","1","1","0"
"1693","2011-09-03 16:06:24","1","1","0"
"1694","2011-09-03 16:07:21","4","1","0"
"1695","2011-09-03 16:07:26","1","1","0"
"1696","2011-09-03 16:07:28","4","0","1"
"1697","2011-09-03 16:08:10","4","1","0"
"1698","2011-09-03 16:08:19","4","0","1"
"1699","2011-09-03 16:08:28","4","1","0"
"1700","2011-09-03 16:08:36","4","0","1"
"1701","2011-09-03 16:08:43","4","1","0"
"1702","2011-09-03 16:08:58","3","1","0"
"1703","2011-09-03 16:09:06","1","1","0"
"1704","2011-09-03 16:09:44","1","1","0"
"1705","2011-09-03 16:10:20","3","0","1"
"1706","2011-09-03 16:10:35","4","1","0"
"1707","2011-09-03 16:11:19","4","1","0"
"1708","2011-09-03 16:11:25","4","1","0"
"1709","2011-09-03 16:11:26","3","1","0"
"1710","2011-09-03 16:11:44","1","1","0"
"1711","2011-09-03 16:12:19","4","1","0"
"1712","2011-09-03 16:12:29","3","0","1"
"1713","2011-09-03 16:12:42","1","1","0"
"1714","2011-09-03 16:13:01","5","1","0"
"1715","2011-09-03 16:13:08","5","1","0"
"1716","2011-09-03 16:13:16","5","1","0"
"1717","2011-09-03 16:13:35","1","1","0"
"1718","2011-09-03 16:13:44","1","0","1"
"1719","2011-09-03 16:13:51","3","0","1"
"1720","2011-09-03 16:13:56","3","1","0"
"1721","2011-09-03 16:14:17","1","1","0"
"1722","2011-09-03 16:14:27","4","0","1"
"1723","2011-09-03 16:14:29","1","1","2"
"1724","2011-09-03 16:14:40","1","1","0"
"1725","2011-09-03 16:14:52","1","1","1"
"1726","2011-09-03 16:14:57","1","0","1"
"1727","2011-09-03 16:15:03","3","1","0"
"1728","2011-09-03 16:15:12","4","1","0"
"1729","2011-09-03 16:15:28","4","0","1"
"1730","2011-09-03 16:15:58","1","1","0"
"1731","2011-09-03 16:16:18","1","1","0"
"1732","2011-09-03 16:16:52","4","1","0"
"1733","2011-09-03 16:17:10","4","1","0"
"1734","2011-09-03 16:17:18","3","1","0"
"1735","2011-09-03 16:17:30","1","1","0"
"1736","2011-09-03 16:17:38","1","1","0"
"1737","2011-09-03 16:17:51","4","1","0"
"1738","2011-09-03 16:18:08","4","1","0"
"1739","2011-09-03 16:18:31","1","1","0"
"1740","2011-09-03 16:19:50","3","1","0"
"1741","2011-09-03 16:20:13","3","1","1"
"1742","2011-09-03 16:20:25","4","0","1"
"1743","2011-09-03 16:20:33","4","1","0"
"1744","2011-09-03 16:20:36","3","1","0"
"1745","2011-09-03 16:21:22","4","1","0"
"1746","2011-09-03 16:21:35","1","1","1"
"1747","2011-09-03 16:21:43","1","0","2"
"1748","2011-09-03 16:22:06","1","0","1"
"1749","2011-09-03 16:22:13","1","0","1"
"1750","2011-09-03 16:22:24","3","1","0"
"1751","2011-09-03 16:22:31","4","1","0"
"1752","2011-09-03 16:22:37","4","0","1"
"1753","2011-09-03 16:22:47","5","0","1"
"1754","2011-09-03 16:22:57","1","0","2"
"1755","2011-09-03 16:23:09","1","0","1"
"1756","2011-09-03 16:23:13","5","0","1"
"1757","2011-09-03 16:23:41","1","1","0"
"1758","2011-09-03 16:23:49","1","0","1"
"1759","2011-09-03 16:23:53","4","1","2"
"1760","2011-09-03 16:23:56","3","2","0"
"1761","2011-09-03 16:23:57","1","0","1"
"1762","2011-09-03 16:24:01","4","1","1"
"1763","2011-09-03 16:24:06","1","0","1"
"1764","2011-09-03 16:24:10","4","0","1"
"1765","2011-09-03 16:24:28","3","1","0"
"1766","2011-09-03 16:24:54","5","1","0"
"1767","2011-09-03 16:25:11","4","1","0"
"1768","2011-09-03 16:25:37","4","1","1"
"1769","2011-09-03 16:26:16","1","1","0"
"1770","2011-09-03 16:26:23","1","1","0"
"1771","2011-09-03 16:26:31","4","1","0"
"1772","2011-09-03 16:26:32","1","1","0"
"1773","2011-09-03 16:26:40","4","0","1"
"1774","2011-09-03 16:26:51","1","1","1"
"1775","2011-09-03 16:26:57","5","0","1"
"1776","2011-09-03 16:26:59","1","1","0"
"1777","2011-09-03 16:27:04","5","1","1"
"1778","2011-09-03 16:27:14","1","2","0"
"1779","2011-09-03 16:27:57","4","1","0"
"1780","2011-09-03 16:28:27","4","2","0"
"1781","2011-09-03 16:30:03","3","1","0"
"1782","2011-09-03 16:30:10","4","1","0"
"1783","2011-09-03 16:30:13","3","1","1"
"1784","2011-09-03 16:30:22","3","0","1"
"1785","2011-09-03 16:30:28","3","1","0"
